MMRF_1021 0.828819304192 0.925365197025 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.844560892916 0.866984666601 0.5 0.5 0.5 0.5
MMRF_1024 0.802187355552 0.877220244007 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.797665759806 0.750735540107 0.5 0.5 0.5 0.5
MMRF_1029 0.81581601803 0.925922945555 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.88018558264 0.745728714601 0.5 0.5 0.5 0.5
MMRF_1030 0.831028683031 0.931423321922 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.898254548417 0.856295972188 0.5 0.5 0.5 0.5
MMRF_1031 0.814298537917 0.784898446063 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.765662894619 0.741175275503 0.5 0.5 0.5 0.5
MMRF_1032 0.823701522494 0.914735533965 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.904248953958 0.889255108774 0.5 0.5 0.5 0.5
MMRF_1033 0.830323182177 0.95432595142 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.937991203739 0.955691171494 0.5 0.5 0.5 0.5
MMRF_1037 0.818540840322 0.914630822646 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.920872227408 0.934193032022 0.5 0.5 0.5 0.5
MMRF_1038 0.82947746159 0.923933838325 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.902808730478 0.926347633473 0.5 0.5 0.5 0.5
MMRF_1045 0.844006474915 0.957474408205 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.892313516279 0.871773959327 0.5 0.5 0.5 0.5
MMRF_1048 0.816665118339 0.908906438547 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.861662765885 0.811816092096 0.5 0.5 0.5 0.5
MMRF_1049 0.814405075941 0.916027796751 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.926347073749 0.854336550197 0.5 0.5 0.5 0.5
MMRF_1061 0.818705252337 0.962235740885 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.986133847051 0.869382360866 0.5 0.5 0.5 0.5
MMRF_1068 0.801866143046 0.901504310298 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.910797771033 0.875625989019 0.5 0.5 0.5 0.5
MMRF_1073 0.816028036723 0.962378296546 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.924579831947 0.884827891888 0.5 0.5 0.5 0.5
